Name,Language,Stars,Forks,Owner,Created At
Dozer,Swift,8713,293,Mortennn,2018-09-30T11:37:51Z
Clipy,Swift,8713,813,Clipy,2015-06-20T17:21:24Z
ios-oss,Swift,8667,1228,kickstarter,2016-12-02T21:24:40Z
IBAnimatable,Swift,8652,776,IBAnimatable,2015-11-17T23:55:21Z
Telegram-iOS,Swift,8649,2663,TelegramMessenger,2018-11-14T18:06:49Z
Starscream,Swift,8636,1264,daltoniam,2014-07-17T01:52:40Z
secretive,Swift,8633,205,maxgoedjen,2020-02-19T03:34:45Z
Nuke,Swift,8607,563,kean,2015-03-11T10:53:26Z
XcodeGen,Swift,8548,882,yonaskolb,2017-07-19T12:56:04Z
Bark,Swift,8531,652,Finb,2018-03-07T08:40:20Z
GRDB.swift,Swift,8497,960,groue,2015-06-30T11:17:06Z
swift-nio,Swift,8480,765,apple,2018-02-06T17:47:31Z
Gifski,Swift,8472,319,sindresorhus,2018-02-01T10:45:23Z
XcodesApp,Swift,8438,372,XcodesOrg,2020-11-25T03:51:02Z
QuickRecorder,Swift,8431,484,lihaoyun6,2024-04-21T13:45:19Z
MiaoYan,Swift,8391,495,tw93,2020-04-06T10:12:33Z
Swift-30-Projects,Swift,8302,1868,soapyigu,2016-02-14T20:14:21Z
KeychainAccess,Swift,8247,839,kishikawakatsumi,2014-12-24T22:04:11Z
VirtualBuddy,Swift,8241,238,insidegui,2022-04-12T00:07:35Z
CopilotForXcode,Swift,8240,428,intitni,2022-12-05T16:08:32Z
CotEditor,Swift,8208,512,coteditor,2013-04-05T14:51:28Z
LTMorphingLabel,Swift,8142,778,lexrus,2014-06-25T04:48:55Z
SwiftUIX,Swift,8069,497,SwiftUIX,2019-06-04T11:40:44Z
facebook-ios-sdk,Swift,8067,3693,facebook,2010-06-24T22:11:03Z
Sourcery,Swift,8012,634,krzysztofzablocki,2016-12-11T11:49:25Z
Awesome-ARKit,Swift,7995,911,olucurious,2017-06-28T09:29:01Z
Reachability.swift,Swift,7975,947,ashleymills,2014-09-21T14:32:36Z
PakePlus-iOS,Swift,7921,5123,Sjj1024,2025-03-28T14:46:52Z
MochiDiffusion,Swift,7899,363,MochiDiffusion,2022-12-15T16:30:56Z
FineTune,Swift,7835,269,ronitsingh10,2026-01-18T19:29:15Z
DeskPad,Swift,7771,165,Stengo,2022-04-12T19:01:46Z
SwiftDate,Swift,7700,773,malcommac,2015-05-06T06:46:24Z
JTAppleCalendar,Swift,7655,801,patchthecode,2016-03-16T11:48:23Z
ReSwift,Swift,7593,520,ReSwift,2015-12-15T07:50:56Z
Thaw,Swift,7589,173,stonerl,2026-01-29T18:26:51Z
Kitura,Swift,7583,499,Kitura,2016-02-08T16:12:21Z
SwiftMessages,Swift,7555,765,SwiftKickMobile,2016-08-08T16:17:15Z
Lona,Swift,7546,261,Lona,2017-10-11T23:05:08Z
fsnotes,Swift,7410,567,glushchenko,2017-07-20T17:16:35Z
FSPagerView,Swift,7368,1070,WenchaoD,2017-02-10T14:28:37Z
Cartography,Swift,7329,527,robb,2014-06-17T21:54:48Z
ViewAnimator,Swift,7320,487,marcosgriselli,2017-10-06T15:58:05Z
Pulse,Swift,7084,368,kean,2020-02-13T13:11:32Z
About-SwiftUI,Swift,7078,682,Juanpe,2019-06-07T07:54:38Z
IceCubesApp,Swift,7006,711,Dimillian,2022-11-20T14:10:57Z
XLPagerTabStrip,Swift,7005,1315,xmartlabs,2014-12-20T12:05:22Z
CYLTabBarController,Swift,6997,1458,ChenYilong,2015-10-25T04:43:55Z
vimr,Swift,6968,229,qvacua,2014-02-28T21:31:38Z
vphone-cli,Swift,6957,1042,Lakr233,2026-02-26T11:29:08Z
OpenInTerminal,Swift,6892,290,Ji4n1ng,2019-04-11T13:23:23Z
clicky,Swift,6891,1330,farzaa,2026-04-07T05:12:51Z
Applite,Swift,6819,174,milanvarady,2023-08-03T20:35:19Z
blink,Swift,6799,715,blinksh,2016-03-29T10:43:10Z
SwiftEntryKit,Swift,6759,623,huri000,2018-04-21T12:23:48Z
Swinject,Swift,6708,544,Swinject,2015-08-04T06:31:13Z
SwiftyStoreKit,Swift,6680,807,bizz84,2015-09-03T10:40:34Z
eqMac,Swift,6672,360,bitgapp,2017-07-23T12:04:10Z
clean-architecture-swiftui,Swift,6575,821,nalexn,2019-10-28T16:00:51Z
MovieSwiftUI,Swift,6529,653,Dimillian,2019-06-06T19:19:46Z
swiftui-introspect,Swift,6511,415,siteline,2019-11-26T23:46:53Z
macos-terminal-themes,Swift,6459,885,lysyi3m,2014-03-02T15:02:34Z
iOS-Developer-Roadmap,Swift,6418,1350,BohdanOrlov,2018-02-18T16:50:01Z
DTCoreText,Swift,6390,1188,Cocoanetics,2011-01-10T15:02:13Z
linearmouse,Swift,6385,136,linearmouse,2021-06-10T10:09:21Z
HackingWithSwift,Swift,6336,3237,twostraws,2015-04-03T09:04:25Z
swift-algorithms,Swift,6318,474,apple,2020-10-01T04:00:52Z
SwipeCellKit,Swift,6287,813,SwipeCellKit,2017-02-03T13:29:50Z
MessageKit,Swift,6266,1198,MessageKit,2017-07-17T19:56:13Z
Dayflow,Swift,6256,342,JerryZLiu,2025-09-23T01:58:21Z
argmax-oss-swift,Swift,6229,577,argmaxinc,2024-01-26T07:11:52Z
CopilotForXcode,Swift,6157,1906,github,2024-09-19T17:48:15Z
NearDrop,Swift,6156,228,grishka,2023-04-13T17:42:14Z
periphery,Swift,6150,231,peripheryapp,2019-02-10T11:53:24Z
whatcable,Swift,6109,188,darrylmorley,2026-05-01T07:45:10Z
squirrel,Swift,6103,512,rime,2012-03-20T16:17:18Z
ControlRoom,Swift,6085,319,twostraws,2020-02-12T19:01:22Z
SwiftyBeaver,Swift,6065,494,SwiftyBeaver,2015-11-28T14:08:37Z
Macaw,Swift,6049,568,exyte,2015-12-02T12:37:24Z
Swift-AI,Swift,6043,553,Swift-AI,2015-11-19T23:43:18Z
osaurus,Swift,6038,343,osaurus-ai,2025-08-17T15:05:39Z
TextFieldEffects,Swift,6014,591,raulriera,2015-01-22T22:13:22Z
Delta,Swift,6006,458,rileytestut,2015-03-09T06:43:00Z
AMScrollingNavbar,Swift,5999,631,andreamazz,2013-11-08T16:56:39Z
enchanted,Swift,5966,422,gluonfield,2023-12-13T18:55:26Z
tart,Swift,5954,306,openai,2022-02-01T11:22:40Z
Yep,Swift,5876,1208,CatchChat,2015-03-15T13:41:37Z
apfel,Swift,5865,225,Arthur-Ficial,2026-03-24T19:07:22Z
noTunes,Swift,5860,98,tombonez,2017-01-04T21:50:13Z
SideMenu,Swift,5819,694,jonkykong,2015-12-25T07:57:01Z
PermissionsKit,Swift,5815,477,sparrowcode,2017-02-16T17:49:57Z
FloatingPanel,Swift,5813,534,scenee,2018-10-04T09:55:26Z
alerts-and-pickers,Swift,5759,705,dillidon,2018-01-12T13:16:07Z
OnlySwitch,Swift,5737,232,jacklandrin,2021-11-30T23:33:09Z
open-meteo,Swift,5729,374,open-meteo,2021-06-24T09:48:38Z
tuist,Swift,5718,750,tuist,2018-04-16T07:02:54Z
TelegramSwift,Swift,5711,1007,overtake,2017-10-10T10:14:10Z
LoginCritter,Swift,5682,373,cgoldsby,2018-04-22T14:29:09Z
ChartView,Swift,5634,641,AppPear,2019-06-12T18:38:58Z
Brooklyn,Swift,5631,273,pedrommcarrasco,2018-10-30T14:15:54Z
Lunar,Swift,5623,145,alin23,2018-07-03T17:23:54Z
SwiftUI,Swift,5616,573,ivanvorobei,2019-06-04T13:53:17Z
open-swiftui-animations,Swift,5524,290,amosgyamfi,2019-06-11T10:48:46Z
ARKit-CoreLocation,Swift,5524,726,AndrewHartAR,2017-07-15T18:29:21Z
expanding-collection,Swift,5521,518,Ramotion,2016-05-25T08:01:40Z
SwiftUI,Swift,5439,530,Jinxiansen,2019-06-03T21:07:27Z
androidtool-mac,Swift,5412,318,mortenjust,2015-04-28T06:45:16Z
Koloda,Swift,5400,806,Yalantis,2015-07-02T16:32:08Z
Asspp,Swift,5393,551,Lakr233,2024-07-12T01:58:29Z
DockDoor,Swift,5390,182,ejbills,2024-06-03T17:18:17Z
PhoneNumberKit,Swift,5376,856,marmelroy,2015-09-26T14:37:36Z
VoiceInk,Swift,5349,744,Beingpax,2024-10-20T15:11:17Z
BulletinBoard,Swift,5345,302,alexaubry,2017-09-26T07:43:43Z
Surge,Swift,5322,476,Jounce,2014-08-08T13:03:42Z
Magisk,Kotlin,61333,17780,topjohnwu,2016-09-08T12:42:53Z
v2rayNG,Kotlin,58646,7656,2dust,2019-05-15T02:15:31Z
kotlin,Kotlin,52985,6347,JetBrains,2012-02-13T17:29:58Z
fanqiang,Kotlin,48036,8127,bannedbook,2015-01-14T00:34:25Z
okhttp,Kotlin,46985,9271,square,2012-07-23T13:42:55Z
legado,Kotlin,46867,5830,gedoor,2019-05-22T04:18:58Z
architecture-samples,Kotlin,45729,11862,android,2016-02-05T13:42:07Z
gkd,Kotlin,39782,1887,gkd-kit,2023-07-04T03:59:15Z
shadowsocks-android,Kotlin,36699,11476,shadowsocks,2012-12-16T13:40:29Z
p3c,Kotlin,30824,7989,alibaba,2017-06-23T06:15:51Z
leakcanary,Kotlin,29929,3977,square,2015-04-29T23:54:16Z
Signal-Android,Kotlin,28962,6772,signalapp,2011-12-15T20:01:12Z
revanced-manager,Kotlin,28367,1095,ReVanced,2022-03-18T19:38:55Z
librepods,Kotlin,27712,1562,librepods-org,2024-09-26T19:31:11Z
Seal,Kotlin,27095,1240,JunkFood02,2022-04-15T01:15:25Z
Shizuku,Kotlin,26751,2547,RikkaApps,2017-05-24T13:53:49Z
SmsForwarder,Kotlin,26705,3297,pppscn,2021-02-10T02:23:07Z
BaseRecyclerViewAdapterHelper,Kotlin,24607,5181,CymChad,2016-04-10T07:40:11Z
gallery,Kotlin,23887,2520,google-ai-edge,2025-03-31T17:47:28Z
compose-samples,Kotlin,23259,5448,android,2019-09-27T09:51:19Z
iosched,Kotlin,21663,6084,google,2014-04-01T22:40:40Z
mihon,Kotlin,21591,1267,mihonapp,2024-01-15T20:03:57Z
NekoBoxForAndroid,Kotlin,21549,1717,MatsuriDayo,2023-03-04T13:26:16Z
nowinandroid,Kotlin,21407,4495,android,2022-04-19T20:40:24Z
material-dialogs,Kotlin,19577,3081,afollestad,2014-11-03T03:21:42Z
compose-multiplatform,Kotlin,19150,1404,JetBrains,2020-09-07T10:40:49Z
picasso,Kotlin,18822,3949,square,2013-05-14T15:07:47Z
animeko,Kotlin,18533,499,open-ani,2022-07-31T17:38:49Z
flexbox-layout,Kotlin,18321,1795,google,2016-05-04T08:11:22Z
sunflower,Kotlin,17773,4765,android,2018-05-23T03:02:28Z
lottie-react-native,Kotlin,17165,1802,lottie-react-native,2017-01-27T18:24:50Z
fresco,Kotlin,17151,3740,facebook,2015-03-02T09:58:04Z
KernelSU,Kotlin,16968,3615,tiann,2022-12-09T14:03:54Z
ab-download-manager,Kotlin,16331,836,amir1376,2024-07-07T03:56:25Z
plaid,Kotlin,16191,3093,nickbutcher,2015-10-30T16:10:56Z
anko,Kotlin,15783,1267,Kotlin,2014-09-18T12:12:23Z
komi-store,Kotlin,15673,582,kurikomi-labs,2025-11-21T13:03:23Z
quarkdown,Kotlin,15577,482,iamgio,2024-01-30T21:13:04Z
mirai,Kotlin,14832,2502,mamoe,2019-08-07T10:14:28Z
Maestro,Kotlin,14533,861,mobile-dev-inc,2022-03-31T18:17:40Z
ktor,Kotlin,14445,1270,ktorio,2015-08-03T16:49:36Z
kotlinx.coroutines,Kotlin,13782,1934,Kotlin,2016-06-22T13:49:21Z
thunderbird-android,Kotlin,13643,2756,thunderbird,2011-02-04T02:40:00Z
ImageToolbox,Kotlin,13384,575,T8RIN,2022-04-06T20:06:28Z
uamp,Kotlin,13185,3755,android,2015-03-10T00:04:35Z
RxTool,Kotlin,12305,2845,Tamsiree,2016-09-24T09:30:45Z
LibreTube,Kotlin,12190,620,libre-tube,2021-12-09T12:31:36Z
coil,Kotlin,11833,767,coil-kt,2019-08-10T21:28:21Z
TranslationPlugin,Kotlin,11778,813,YiiGuxing,2016-06-01T08:39:51Z
MaterialDrawer,Kotlin,11644,2014,mikepenz,2015-01-31T17:37:10Z
recyclerview-animators,Kotlin,11540,1959,wasabeef,2014-12-22T14:07:08Z
BiliRoaming,Kotlin,11362,626,yujincheng08,2019-12-15T09:54:31Z
awesome-kotlin,Kotlin,11357,1264,Heapy,2015-08-17T23:29:55Z
Anki-Android,Kotlin,11294,2812,ankidroid,2013-01-20T13:55:53Z
SpotiFlyer,Kotlin,11178,816,Shabinder,2020-07-15T20:05:01Z
Unciv,Kotlin,10874,1859,yairm210,2017-11-21T21:58:12Z
timber,Kotlin,10839,988,JakeWharton,2013-07-18T06:23:33Z
AppIntro,Kotlin,10569,1764,AppIntro,2015-06-03T16:02:10Z
breezy-weather,Kotlin,10490,355,breezy-weather,2022-04-16T13:45:06Z
Metrolist,Kotlin,10370,735,MetrolistGroup,2023-08-11T12:19:23Z
ideavim,Kotlin,10214,808,JetBrains,2011-03-09T15:22:27Z
moshi,Kotlin,10143,805,square,2014-08-09T15:58:42Z
koin,Kotlin,9991,785,InsertKoinIO,2017-06-06T12:21:06Z
uhabits,Kotlin,9987,1205,iSoron,2014-11-08T11:07:12Z
cloudstream,Kotlin,9931,929,recloudstream,2022-08-04T08:42:38Z
chains,Kotlin,9830,8066,ethereum-lists,2018-12-20T17:53:10Z
SimpMusic,Kotlin,9639,477,maxrave-dev,2023-04-15T04:53:33Z
RxBinding,Kotlin,9578,962,JakeWharton,2015-03-24T04:17:24Z
ViMusic,Kotlin,9448,1277,vfsfitvnm,2022-06-02T17:01:53Z
quickstart-android,Kotlin,9289,7409,firebase,2016-04-26T17:13:27Z
Exposed,Kotlin,9256,784,JetBrains,2013-07-30T12:55:27Z
ytdlnis,Kotlin,9049,393,deniscerri,2022-05-27T20:46:51Z
android,Kotlin,9007,996,bitwarden,2016-04-30T16:43:17Z
okio,Kotlin,9006,1223,square,2014-03-17T00:02:59Z
Kotatsu,Kotlin,8677,819,KotatsuApp,2020-01-30T18:11:38Z
MaterialFiles,Kotlin,8478,645,zhanghai,2018-05-27T23:22:03Z
florisboard,Kotlin,8436,668,florisboard,2020-04-08T21:18:23Z
Pokedex,Kotlin,8334,1107,skydoves,2020-06-01T11:19:43Z
GameNative,Kotlin,8311,296,utkarshdalal,2025-04-21T11:25:27Z
javalin,Kotlin,8290,642,javalin,2017-04-02T20:01:28Z
VancedManager,Kotlin,8161,1092,TeamVanced,2020-03-14T11:29:50Z
Nrfr,Kotlin,8052,614,Ackites,2025-01-01T05:57:30Z
RIBs,Kotlin,7921,911,uber,2017-10-03T18:18:50Z
accompanist,Kotlin,7826,674,google,2020-05-05T07:48:10Z
litho,Kotlin,7771,763,facebook,2017-01-27T03:59:11Z
android-developer-roadmap,Kotlin,7769,722,skydoves,2021-12-01T02:24:44Z
react-native-video,Kotlin,7698,3030,TheWidlarzGroup,2015-03-31T05:08:38Z
cheesesquare,Kotlin,7644,1785,chrisbanes,2015-05-28T22:54:34Z
APatch,Kotlin,7596,735,bmax121,2023-08-21T14:20:01Z
aniyomi,Kotlin,7423,587,aniyomiorg,2021-04-17T13:35:37Z
Android-Expert,Kotlin,7369,159,ArisGuimera,2022-12-01T09:35:15Z
Pixiv-Shaft,Kotlin,7329,234,CeuiLiSA,2019-04-01T09:59:09Z
ReadYou,Kotlin,7250,299,ReadYouApp,2022-03-01T16:58:16Z
Compressor,Kotlin,7222,963,zetbaitsu,2016-06-18T13:54:59Z
RxKotlin,Kotlin,7041,456,ReactiveX,2014-08-19T03:45:59Z
client,Kotlin,7005,201,Droid-ify,2022-07-04T12:03:15Z
sdmaid-se,Kotlin,6990,805,d4rken-org,2022-11-20T07:07:04Z
kotlin-native,Kotlin,6982,561,JetBrains,2016-05-16T18:40:45Z
detekt,Kotlin,6981,846,detekt,2016-10-23T21:04:45Z
LibChecker,Kotlin,6948,427,LibChecker,2020-03-19T03:21:14Z
KeePassDX,Kotlin,6936,375,Kunzisoft,2017-10-17T09:08:57Z
Android-DataBackup,Kotlin,6919,284,XayahSuSuSu,2021-11-22T02:42:21Z
ComposeCookBook,Kotlin,6839,854,Gurupreet,2020-09-06T07:41:44Z
sqldelight,Kotlin,6829,572,sqldelight,2015-10-21T13:21:18Z
android-showcase,Kotlin,6762,907,igorwojda,2018-11-20T22:45:04Z
sourcerer-app,Kotlin,6735,272,sourcerer-io,2017-07-07T09:53:22Z
tivi,Kotlin,6729,893,chrisbanes,2017-08-17T16:35:58Z
ktlint,Kotlin,6717,526,ktlint,2016-07-27T09:03:52Z
arrow,Kotlin,6558,471,arrow-kt,2017-03-24T10:43:11Z
acra,Kotlin,6497,1129,ACRA,2012-09-20T18:13:49Z
facebook-android-sdk,Kotlin,6440,3690,facebook,2010-05-10T17:17:33Z
fenix,Kotlin,6394,1296,mozilla-mobile,2018-03-22T09:55:43Z
komga,Kotlin,6379,376,gotson,2019-08-08T09:48:49Z
AmazeFileManager,Kotlin,6231,1672,TeamAmaze,2014-07-14T19:47:53Z
Hail,Kotlin,6087,214,aistra0528,2021-08-12T07:39:40Z
ByeByeDPI,Kotlin,6067,278,romanvht,2024-08-31T13:56:18Z
VPNHotspot,Kotlin,6027,527,Mygod,2018-01-03T07:38:11Z
androidx,Kotlin,6016,1335,androidx,2020-04-17T19:17:41Z
Design-Patterns-In-Kotlin,Kotlin,5998,688,dbacinski,2016-09-26T20:47:03Z
InnerTune,Kotlin,5975,410,z-huang,2020-02-11T03:02:58Z
morphe-manager,Kotlin,5950,131,MorpheApp,2025-11-26T16:29:57Z
mavericks,Kotlin,5934,510,airbnb,2018-07-02T22:11:45Z
kotlinx.serialization,Kotlin,5929,675,Kotlin,2017-07-20T11:25:23Z
plain-app,Kotlin,5843,345,plainhub,2021-10-17T10:03:14Z
android-oss,Kotlin,5783,988,kickstarter,2016-12-12T17:15:41Z
MultiType,Kotlin,5759,746,drakeet,2016-08-03T12:55:32Z
SagerNet,Kotlin,5747,1041,SagerNet,2021-04-19T10:57:51Z
mockk,Kotlin,5747,410,mockk,2017-10-17T22:31:23Z
SukiSU-Ultra,Kotlin,5744,1227,SukiSU-Ultra,2025-03-29T12:56:40Z
rikkahub,Kotlin,5611,410,rikkahub,2025-03-11T14:46:55Z
Calendar,Kotlin,5553,582,kizitonwose,2019-04-20T14:43:36Z
Alerter,Kotlin,5510,632,Tapadoo,2017-02-03T16:50:47Z
bitchat-android,Kotlin,5496,785,permissionlesstech,2025-07-08T18:36:23Z
HeliBoard,Kotlin,5490,342,HeliBorg,2022-03-09T08:38:32Z
camera-samples,Kotlin,5424,2419,android,2019-05-05T23:33:22Z
ByeDPIAndroid,Kotlin,5417,275,dovecoteescapee,2024-02-22T18:01:47Z
android,Kotlin,5415,1979,nextcloud,2016-06-06T21:23:36Z
Hide-My-Applist,Kotlin,5385,532,Dr-TSNG,2021-03-19T14:12:50Z
fcitx5-android,Kotlin,5364,377,fcitx5-android,2021-06-10T13:53:32Z
tasks,Kotlin,5340,630,tasks,2013-07-18T19:44:38Z
Operit,Kotlin,5321,432,AAswordman,2025-03-15T04:24:12Z
InstallerX-Revived,Kotlin,5309,211,wxxsfxyzm,2024-11-06T13:19:18Z
Android-Iconics,Kotlin,5272,613,mikepenz,2014-11-01T19:43:56Z
OuterTune,Kotlin,5216,328,OuterTune,2024-05-13T13:55:37Z
RetroMusicPlayer,Kotlin,5175,901,RetroMusicPlayer,2018-07-27T12:21:51Z
PixelPlayer,Kotlin,5174,412,PixelPlayerHQ,2025-05-20T15:33:18Z
Canta,Kotlin,5111,117,samolego,2023-08-29T19:07:03Z
williamchart,Kotlin,5105,792,diogobernardino,2014-08-03T09:47:45Z
topeka,Kotlin,5104,1064,android,2015-05-08T09:59:55Z
async-storage,Kotlin,5067,483,react-native-async-storage,2019-02-06T15:51:20Z
booster,Kotlin,5060,591,didi,2019-04-23T08:23:13Z
rethink-app,Kotlin,5046,295,celzero,2020-06-08T13:41:18Z
muzei,Kotlin,4919,957,muzei,2014-02-06T23:39:33Z
WebViewTvLive,Kotlin,4897,574,hxh19950701,2023-12-04T06:49:41Z
DBFlow,Kotlin,4849,595,agrosner,2014-09-17T20:21:02Z
Kvaesitso,Kotlin,4827,224,MM2-0,2021-09-18T21:35:28Z
FXGL,Kotlin,4819,710,AlmasB,2015-03-23T21:55:07Z
Bluetooth-LE-Spam,Kotlin,4815,391,simondankelmann,2023-10-20T11:54:26Z
Android-CleanArchitecture-Kotlin,Kotlin,4812,932,android10,2017-05-26T12:55:52Z
FirebaseUI-Android,Kotlin,4796,1875,firebase,2015-07-09T17:31:09Z
WiFiAnalyzer,Kotlin,4793,743,VREMSoftwareDevelopment,2015-12-09T23:37:23Z
kotest,Kotlin,4785,702,kotest,2015-11-29T16:32:15Z
Aliucord,Kotlin,4762,224,Aliucord,2021-02-27T16:59:06Z
Neo-Store,Kotlin,4746,165,NeoApplications,2021-03-07T12:56:05Z
Android,Kotlin,4712,1358,duckduckgo,2017-01-13T17:11:25Z
legado-with-MD3,Kotlin,4695,488,HapeLee,2025-08-28T19:16:22Z
my-tv-0,Kotlin,4676,563,lizongying,2024-03-07T08:36:02Z
android-sms-gateway,Kotlin,4662,768,capcom6,2022-06-15T15:41:39Z
intellij-rainbow-brackets,Kotlin,4661,224,izhangzhihao,2017-10-04T01:51:17Z
fuel,Kotlin,4652,437,kittinunf,2015-06-04T04:03:33Z
Han1meViewer,Kotlin,4636,180,misaka10032w,2025-06-05T04:34:44Z
user-interface-samples,Kotlin,4624,1682,android,2019-09-06T21:00:08Z
revanced-patches-template,Kotlin,4616,489,ReVanced,2022-03-20T20:06:01Z
StreetComplete,Kotlin,4595,420,streetcomplete,2016-07-02T10:44:04Z
qksms,Kotlin,4592,1073,moezbhatti,2015-02-21T19:50:43Z
intellij-rust,Kotlin,4532,386,intellij-rust,2015-09-16T23:44:57Z
chucker,Kotlin,4532,454,ChuckerTeam,2018-11-03T21:25:45Z
web-to-app,Kotlin,4524,678,shiaho777,2025-11-26T04:45:16Z
auto-dev,Kotlin,4511,491,phodal,2023-04-14T13:46:07Z
PhotoEditor,Kotlin,4481,1047,burhanrashid52,2018-01-23T11:44:10Z
EhViewer,Kotlin,4453,262,FooIbar,2022-11-17T19:24:13Z
trime,Kotlin,4423,482,osfans,2015-05-28T07:43:37Z
wire,Kotlin,4422,617,square,2013-08-21T15:45:47Z
tts-server-android,Kotlin,4421,407,jing332,2022-09-15T00:07:01Z
DeepLinkDispatch,Kotlin,4412,412,airbnb,2015-06-11T21:16:48Z
koog,Kotlin,4386,438,JetBrains,2025-05-01T13:38:01Z
AboutLibraries,Kotlin,4350,563,mikepenz,2014-04-22T10:01:06Z
jellyfin-androidtv,Kotlin,4346,851,jellyfin,2018-12-13T14:33:32Z
gradle-play-publisher,Kotlin,4295,347,Triple-T,2014-08-07T11:28:01Z
extensions-source,Kotlin,4290,1420,keiyoushi,2024-01-08T22:47:46Z
MuJing,Kotlin,4237,301,tangshimin,2023-02-10T06:21:37Z
UserLAnd,Kotlin,4228,549,CypherpunkArmory,2018-03-20T17:49:56Z
shadow,Kotlin,4204,423,GradleUp,2012-12-19T16:13:32Z
ShineButton,Kotlin,4195,540,ChadCSong,2016-07-05T06:32:26Z
copymanga,Kotlin,4189,108,fumiama,2020-10-12T10:43:58Z
komikku,Kotlin,4169,194,komikku-app,2024-01-14T16:25:54Z
kotlinpoet,Kotlin,4142,311,square,2017-03-01T04:59:42Z
android,Kotlin,4134,3060,owncloud,2012-08-25T10:35:56Z
RxDownload,Kotlin,4124,613,ssseasonnn,2016-10-28T04:13:42Z
findroid,Kotlin,4111,277,jarnedemeulemeester,2021-05-29T08:48:24Z
ksp,Kotlin,3447,401,google,2020-09-22T18:59:42Z
bk-ci,Kotlin,2507,519,TencentBlueKing,2019-05-29T05:00:13Z
rails,Ruby,58726,22167,rails,2008-04-11T02:19:47Z
maybe,Ruby,54287,5630,maybe-finance,2024-01-01T22:23:46Z
jekyll,Ruby,51521,10285,jekyll,2008-10-20T06:29:03Z
mastodon,Ruby,50057,7476,mastodon,2016-02-22T15:01:25Z
huginn,Ruby,49515,4274,huginn,2013-03-10T06:00:31Z
brew,Ruby,48629,11186,Homebrew,2016-03-06T05:08:38Z
discourse,Ruby,47325,8940,discourse,2013-01-12T00:25:55Z
fastlane,Ruby,41710,6016,fastlane,2014-12-02T17:00:38Z
devdocs,Ruby,39115,2607,freeCodeCamp,2013-10-24T18:16:07Z
metasploit-framework,Ruby,38459,14880,rapid7,2011-08-30T06:13:20Z
engineering-blogs,Ruby,38340,2024,kilimchoi,2015-06-13T18:25:17Z
awesome-awesomeness,Ruby,33507,3605,bayandin,2014-07-08T05:44:19Z
chatwoot,Ruby,33500,7878,chatwoot,2019-08-14T06:50:51Z
vagrant,Ruby,27167,4409,hashicorp,2010-01-21T08:34:27Z
awesome-swift,Ruby,26100,3127,matteocrippa,2014-07-10T14:04:09Z
gitlabhq,Ruby,24470,5799,gitlabhq,2011-10-02T16:25:27Z
devise,Ruby,24344,5484,heartcombo,2009-09-16T12:15:12Z
ruby,Ruby,23632,5609,ruby,2010-02-27T15:55:23Z
forem,Ruby,22727,4188,forem,2016-11-13T23:02:13Z
homebrew-cask,Ruby,22087,11643,Homebrew,2012-03-05T02:05:17Z
setup,Ruby,19597,1580,lewagon,2014-04-06T09:25:02Z
docuseal,Ruby,17291,1658,docusealco,2023-07-03T19:54:54Z
postal,Ruby,16621,1251,postalserver,2017-04-19T12:04:57Z
spree,Ruby,15510,5269,spree,2008-03-10T14:45:35Z
openproject,Ruby,15402,3328,opf,2012-11-28T09:59:11Z
homebrew-core,Ruby,15391,13623,Homebrew,2016-03-01T06:58:36Z
CocoaPods,Ruby,14827,2687,CocoaPods,2011-08-14T00:10:53Z
quine-relay,Ruby,14492,569,mame,2013-07-15T13:29:20Z
kamal,Ruby,14339,723,basecamp,2023-01-07T14:32:08Z
awesome-stock-resources,Ruby,14294,803,neutraltone,2015-10-31T15:45:23Z
gollum,Ruby,14282,1559,gollum,2010-03-29T18:30:53Z
diaspora,Ruby,13654,2874,diaspora,2010-09-15T05:20:04Z
tmuxinator,Ruby,13646,624,tmuxinator,2010-12-10T21:49:50Z
linguist,Ruby,13551,5247,github-linguist,2011-05-09T22:53:13Z
fluentd,Ruby,13546,1393,fluent,2011-06-19T08:41:40Z
sidekiq,Ruby,13540,2480,sidekiq,2012-01-16T23:17:27Z
capistrano,Ruby,12966,1745,capistrano,2009-02-26T16:14:04Z
rubocop,Ruby,12880,3113,rubocop,2012-04-21T10:09:58Z
sinatra,Ruby,12442,2071,sinatra,2009-01-14T01:27:30Z
ubicloud,Ruby,12109,568,ubicloud,2023-01-17T19:29:00Z
liquid,Ruby,11815,1527,Shopify,2008-05-08T15:27:26Z
remote-working,Ruby,11647,891,greatghoul,2013-10-22T03:17:29Z
faker,Ruby,11619,3162,faker-ruby,2008-12-24T17:20:37Z
fpm,Ruby,11486,1064,jordansissel,2011-01-03T20:07:59Z
Learning-SICP,Ruby,11245,1531,DeathKing,2012-11-14T13:43:27Z
capybara,Ruby,10165,1470,teamcapybara,2009-11-04T22:19:17Z
grape,Ruby,9991,1231,ruby-grape,2010-08-02T14:25:08Z
activeadmin,Ruby,9703,3322,activeadmin,2010-04-15T14:26:03Z
wpscan,Ruby,9663,1337,wpscanteam,2012-07-11T20:27:47Z
guides,Ruby,9557,1354,thoughtbot,2012-07-27T03:15:44Z
resque,Ruby,9480,1657,resque,2009-08-12T00:27:35Z
dawarich,Ruby,9426,313,Freika,2024-03-24T19:46:00Z
how-to-contribute-to-open-source,Ruby,9302,1865,freeCodeCamp,2016-09-25T22:01:22Z
