Name,Language,Stars,Forks,Owner,Created At
Modernizr,JavaScript,25666,2937,Modernizr,2009-09-25T20:13:23Z
request,JavaScript,25542,3150,request,2011-01-23T01:25:14Z
core-js,JavaScript,25510,1695,zloirock,2013-07-17T16:32:27Z
howler.js,JavaScript,25300,2281,goldfire,2013-01-28T16:47:12Z
simple-icons,JavaScript,25273,3115,simple-icons,2012-11-16T11:09:13Z
OpenCLI,JavaScript,25239,2507,jackwener,2026-03-14T22:10:23Z
PhotoSwipe,JavaScript,25205,3272,dimsemenov,2011-04-07T05:46:29Z
kuboard-press,JavaScript,25078,1601,eip-work,2019-07-24T16:45:29Z
highlight.js,JavaScript,24948,3729,highlightjs,2011-01-01T23:47:21Z
NeoPass,JavaScript,24920,95,Max-Eee,2024-11-15T07:41:53Z
nylas-mail,JavaScript,24741,1346,nylas,2014-10-16T18:29:12Z
javascript-testing-best-practices,JavaScript,24605,2098,goldbergyoni,2019-07-04T11:08:12Z
winston,JavaScript,24482,1844,winstonjs,2010-12-29T18:49:51Z
pkg,JavaScript,24365,1070,vercel,2016-08-08T19:41:59Z
hammer.js,JavaScript,24356,2572,hammerjs,2012-03-02T12:58:28Z
GDevelop,JavaScript,24117,1417,4ian,2014-06-29T19:58:38Z
ramda,JavaScript,24069,1433,ramda,2013-06-21T20:32:35Z
mostly-adequate-guide,JavaScript,23834,1881,MostlyAdequate,2015-05-06T01:44:15Z
semantic-release,JavaScript,23821,1805,semantic-release,2014-09-15T16:18:28Z
p5.js,JavaScript,23756,3758,processing,2013-02-26T03:14:47Z
validator.js,JavaScript,23747,2460,validatorjs,2010-10-06T06:58:48Z
pure,JavaScript,23731,2412,pure-css,2013-04-22T16:16:39Z
heroicons,JavaScript,23618,1313,tailwindlabs,2020-02-24T14:16:00Z
MagicMirror,JavaScript,23617,4541,MagicMirrorOrg,2014-02-19T15:48:09Z
passport,JavaScript,23532,1251,jaredhanson,2011-10-08T22:38:32Z
cli,JavaScript,23493,885,spicetify,2018-12-01T19:55:18Z
node-red,JavaScript,23350,3870,node-red,2013-09-05T13:30:47Z
chalk,JavaScript,23263,1002,chalk,2013-08-03T00:20:12Z
dotenv,JavaScript,20480,946,motdotla,2013-07-05T18:25:05Z
freeCodeCamp,TypeScript,450495,45235,freeCodeCamp,2014-12-24T17:49:19Z
openclaw,TypeScript,380377,79673,openclaw,2025-11-24T10:16:47Z
developer-roadmap,TypeScript,358239,44271,nilbuild,2017-03-15T13:45:52Z
vue,TypeScript,210107,33690,vuejs,2013-07-29T03:24:51Z
n8n,TypeScript,194007,58825,n8n-io,2019-06-22T09:24:21Z
vscode,TypeScript,186883,40634,microsoft,2015-09-03T20:23:38Z
opencode,TypeScript,178388,21871,anomalyco,2025-04-30T20:08:00Z
dify,TypeScript,146531,23056,langgenius,2023-04-12T07:40:24Z
tech-interview-handbook,TypeScript,140455,16635,yangshun,2016-07-05T05:00:48Z
firecrawl,TypeScript,138922,8013,firecrawl,2024-04-15T21:02:29Z
iptv,TypeScript,128416,7069,iptv-org,2018-11-14T22:00:57Z
clash-verge-rev,TypeScript,127814,9283,clash-verge-rev,2023-11-21T18:24:03Z
excalidraw,TypeScript,126167,14143,excalidraw,2020-01-02T01:04:43Z
ui,TypeScript,117410,9145,shadcn-ui,2023-01-04T12:43:27Z
gstack,TypeScript,115278,17077,garrytan,2026-03-11T21:22:45Z
TypeScript,TypeScript,109386,13444,microsoft,2014-06-17T15:28:39Z
gemini-cli,TypeScript,105541,14164,google-gemini,2025-04-17T17:04:31Z
supabase,TypeScript,104820,12862,supabase,2019-10-12T05:56:49Z
immich,TypeScript,104386,5938,immich-app,2022-02-03T15:56:27Z
angular,TypeScript,100463,27182,angular,2014-09-18T16:12:01Z
ant-design,TypeScript,98465,54621,ant-design,2015-04-24T15:37:24Z
tailwindcss,TypeScript,95747,5305,tailwindlabs,2017-10-06T14:59:14Z
puppeteer,TypeScript,95223,9468,puppeteer,2017-05-09T22:16:13Z
playwright,TypeScript,91623,5978,microsoft,2019-11-15T18:32:42Z
storybook,TypeScript,90431,10148,storybookjs,2016-03-18T04:23:44Z
mermaid,TypeScript,88868,9072,mermaid-js,2014-11-01T23:52:32Z
NextChat,TypeScript,88302,59519,ChatGPTNextWeb,2023-03-10T18:27:54Z
servers,TypeScript,87684,11070,modelcontextprotocol,2024-11-19T01:10:17Z
realworld,TypeScript,83659,7640,realworld-apps,2016-02-26T20:49:53Z
vite,TypeScript,81649,8342,vitejs,2020-04-21T05:03:57Z
hoppscotch,TypeScript,79637,5941,hoppscotch,2019-08-21T13:15:24Z
lobehub,TypeScript,79074,15489,lobehub,2023-05-21T07:19:12Z
code-server,TypeScript,78052,6719,coder,2019-02-27T16:50:41Z
nest,TypeScript,75959,8325,nestjs,2017-02-04T20:12:52Z
grafana,TypeScript,74682,14107,grafana,2013-12-11T15:59:56Z
superset,TypeScript,73488,17706,apache,2015-07-21T18:55:34Z
strapi,TypeScript,72473,9757,strapi,2015-09-30T15:34:48Z
tabby,TypeScript,72360,4081,Eugeny,2016-12-23T09:06:10Z
paperclip,TypeScript,71492,13310,paperclipai,2026-03-02T15:01:51Z
open-design,TypeScript,70912,8001,nexu-io,2026-04-28T04:25:20Z
AFFiNE,TypeScript,69753,4977,toeverything,2022-07-31T18:45:21Z
Understand-Anything,TypeScript,67751,5609,Egonex-AI,2026-03-15T02:30:51Z
echarts,TypeScript,66657,19802,apache,2013-04-03T03:18:59Z
pi,TypeScript,65478,7978,earendil-works,2025-08-09T14:03:50Z
docusaurus,TypeScript,65371,9943,facebook,2017-06-20T16:13:53Z
cline,TypeScript,63878,6776,cline,2024-07-06T07:28:10Z
nocodb,TypeScript,63599,4867,nocodb,2017-10-29T18:51:48Z
oh-my-openagent,TypeScript,63580,5190,code-yeongyu,2025-12-03T01:40:05Z
socket.io,TypeScript,63205,10149,socketio,2010-03-11T18:24:48Z
redux,TypeScript,61508,15057,reduxjs,2015-05-29T23:53:15Z
ruflo,TypeScript,61352,7130,ruvnet,2025-06-02T21:24:20Z
nuxt,TypeScript,60531,5672,nuxt,2016-10-26T11:18:47Z
astro,TypeScript,60479,3568,withastro,2021-03-15T17:19:47Z
worldmonitor,TypeScript,59702,9331,koala73,2026-01-08T17:26:06Z
OpenCut,TypeScript,59651,6480,OpenCut-app,2025-06-22T08:02:17Z
zustand,TypeScript,58386,2078,pmndrs,2019-04-09T09:10:06Z
context7,TypeScript,58025,2729,upstash,2025-03-26T23:40:39Z
marktext,TypeScript,57838,4315,marktext,2017-11-12T16:05:25Z
OpenSpec,TypeScript,56541,3946,Fission-AI,2025-08-05T10:37:45Z
react-router,TypeScript,56467,10875,remix-run,2014-05-16T22:22:51Z
appwrite,TypeScript,56408,5482,appwrite,2019-04-08T16:36:25Z
joplin,TypeScript,55349,6163,laurent22,2017-01-16T21:49:41Z
codegraph,TypeScript,54431,3341,colbymchenry,2026-01-18T21:45:37Z
Flowise,TypeScript,54003,24590,FlowiseAI,2023-03-31T12:23:09Z
core,TypeScript,53870,9154,vuejs,2018-06-12T13:49:36Z
plane,TypeScript,52960,4720,makeplane,2022-11-19T12:55:01Z
ionic-framework,TypeScript,52543,13353,ionic-team,2013-08-20T23:06:02Z
lx-music-desktop,TypeScript,51770,6880,lyswhut,2019-08-14T14:31:08Z
twenty,TypeScript,51558,7579,twentyhq,2022-12-01T13:04:40Z
DefinitelyTyped,TypeScript,51296,30436,DefinitelyTyped,2012-10-05T16:39:45Z
remotion,TypeScript,51189,3668,remotion-dev,2020-06-23T19:49:10Z
cypress,TypeScript,50417,3430,cypress-io,2015-03-04T00:46:28Z
expo,TypeScript,50273,12857,expo,2016-08-15T17:14:25Z
query,TypeScript,49834,3898,TanStack,2019-09-10T19:23:58Z
pretext,TypeScript,48751,2710,chenglou,2026-03-07T21:06:28Z
tldraw,TypeScript,48293,3341,tldraw,2021-05-09T11:48:37Z
type-challenges,TypeScript,48260,5271,type-challenges,2020-07-23T14:33:11Z
cherry-studio,TypeScript,47782,4528,CherryHQ,2024-05-24T01:56:26Z
pixijs,TypeScript,47586,5039,pixijs,2013-01-21T22:40:50Z
slidev,TypeScript,47379,2111,slidevjs,2021-04-24T01:25:23Z
quill,TypeScript,47191,3655,slab,2012-07-30T23:23:18Z
react,TypeScript,47078,4290,typescript-cheatsheets,2018-06-02T04:08:16Z
prisma,TypeScript,46404,2250,prisma,2019-06-20T13:33:47Z
upscayl,TypeScript,46387,2296,upscayl,2022-07-30T17:19:20Z
cal.diy,TypeScript,45825,14197,calcom,2021-03-22T13:47:42Z
Rocket.Chat,TypeScript,45709,13677,RocketChat,2015-05-19T07:36:09Z
jest,TypeScript,45458,6665,jestjs,2013-12-10T00:18:04Z
shannon,TypeScript,45067,5225,KeygraphHQ,2025-09-27T01:51:47Z
RSSHub,TypeScript,44916,9951,DIYgod,2018-04-02T14:43:21Z
react-hook-form,TypeScript,44775,2420,react-hook-form,2019-03-05T23:47:10Z
hyper,TypeScript,44621,3564,vercel,2016-07-01T06:01:21Z
siyuan,TypeScript,44603,2843,siyuan-note,2020-08-30T09:21:35Z
chrome-devtools-mcp,TypeScript,44403,2870,ChromeDevTools,2025-09-11T10:39:55Z
jsoncrack.com,TypeScript,44171,3550,AykutSarac,2022-01-30T15:25:18Z
babel,TypeScript,44007,5828,babel,2014-09-28T13:38:23Z
react-use,TypeScript,43991,3272,streamich,2018-10-27T10:16:05Z
full-stack-fastapi-template,TypeScript,43866,8700,fastapi,2019-02-23T15:08:34Z
payload,TypeScript,43221,3845,payloadcms,2021-01-05T18:49:45Z
jan,TypeScript,43197,2958,janhq,2023-08-17T02:17:10Z
fuels-ts,TypeScript,43115,1371,FuelLabs,2021-09-03T18:11:03Z
zod,TypeScript,43049,2036,colinhacks,2020-03-07T20:59:08Z
GitNexus,TypeScript,42942,4825,abhigyanpatwari,2025-08-02T23:20:31Z
puter,TypeScript,42420,3900,HeyPuter,2024-03-03T01:44:32Z
hexo,TypeScript,41769,27,hexojs,2012-09-23T15:17:08Z
lossless-cut,TypeScript,41634,2029,mifi,2016-10-30T10:49:56Z
airi,TypeScript,41240,4146,moeru-ai,2024-12-01T16:33:36Z
styled-components,TypeScript,41103,2525,styled-components,2016-08-16T06:41:32Z
vuetify,TypeScript,41003,7134,vuetifyjs,2016-09-12T00:39:35Z
chatbox,TypeScript,40627,4119,chatboxai,2023-03-06T12:22:15Z
chakra-ui,TypeScript,40477,3617,chakra-ui,2019-08-17T14:27:54Z
trpc,TypeScript,40361,1627,trpc,2020-07-18T01:17:11Z
appsmith,TypeScript,40154,4619,appsmithorg,2020-06-30T04:07:36Z
LibreChat,TypeScript,39782,8156,danny-avila,2023-02-12T01:06:52Z
insomnia,TypeScript,39697,2346,Kong,2016-04-23T03:54:26Z
novu,TypeScript,39200,4340,novuhq,2021-08-26T15:22:44Z
outline,TypeScript,39066,3367,outline,2016-05-22T21:31:47Z
ink,TypeScript,39060,1015,vadimdemedes,2017-06-12T06:12:28Z
reactive-resume,TypeScript,39033,4387,amruthpillai,2020-03-25T14:08:22Z
openscreen,TypeScript,38834,2791,siddharthvaddem,2025-10-10T05:36:55Z
Folo,TypeScript,38549,2092,RSSNext,2024-04-08T03:23:35Z
ant-design-pro,TypeScript,38451,8246,ant-design,2017-08-25T10:40:44Z
mattermost,TypeScript,38174,8775,mattermost,2015-06-15T06:50:02Z
portainer,TypeScript,37812,2846,portainer,2016-05-19T20:15:28Z
taro,TypeScript,37560,4887,NervJS,2018-04-08T09:32:26Z
tiptap,TypeScript,37363,3030,ueberdosis,2018-08-20T19:58:58Z
umami,TypeScript,37321,7372,umami-software,2020-07-17T07:59:00Z
xyflow,TypeScript,37302,2457,xyflow,2019-07-15T14:47:30Z
UI-TARS-desktop,TypeScript,37175,3739,bytedance,2025-01-19T09:04:43Z
oh-my-claudecode,TypeScript,36945,3340,Yeachan-Heo,2026-01-09T03:36:29Z
date-fns,TypeScript,36586,1968,date-fns,2014-10-06T10:24:22Z
Trilium,TypeScript,36573,2452,TriliumNext,2017-05-23T00:30:20Z
typeorm,TypeScript,36552,6600,typeorm,2016-02-29T07:41:14Z
ink-kit,TypeScript,36480,430,inkonchain,2024-11-04T16:32:17Z
AgentGPT,TypeScript,36223,9311,reworkd,2023-04-07T02:29:19Z
directus,TypeScript,36208,4799,directus,2012-12-12T01:35:36Z
lerna,TypeScript,36065,2272,lerna,2015-12-04T09:36:55Z
solid,TypeScript,35662,1071,solidjs,2018-04-24T16:36:27Z
CopilotKit,TypeScript,35491,4402,CopilotKit,2023-06-19T04:08:31Z
Vane,TypeScript,35446,3903,ItzCrazyKns,2024-04-09T10:51:32Z
bulletproof-react,TypeScript,35381,3222,alan2207,2021-05-30T14:47:16Z
claude-code-router,TypeScript,35314,2904,musistudio,2025-02-25T02:17:18Z
nativefier,TypeScript,35311,2238,nativefier,2015-07-05T05:56:42Z
dokploy,TypeScript,35113,2678,Dokploy,2024-04-19T07:49:30Z
everyone-can-use-english,TypeScript,34999,4906,ZuodaoTech,2019-03-15T16:33:53Z
refine,TypeScript,34953,3103,refinedev,2021-01-20T12:01:32Z
drizzle-orm,TypeScript,34922,1458,drizzle-team,2021-06-24T09:03:05Z
medusa,TypeScript,34622,4765,medusajs,2020-01-18T13:39:04Z
continue,TypeScript,34444,4844,continuedev,2023-05-24T03:39:39Z
formik,TypeScript,34340,2781,jaredpalmer,2017-06-14T19:50:59Z
playwright-mcp,TypeScript,34314,2849,microsoft,2025-03-21T17:48:36Z
voicebox,TypeScript,34034,4094,jamiepine,2026-01-25T12:27:03Z
frigate,TypeScript,33940,3305,blakeblackshear,2019-01-26T13:52:38Z
etcher,TypeScript,33907,2384,balena-io,2015-10-27T16:53:23Z
web-check,TypeScript,33883,2778,lissy93,2023-06-25T14:32:11Z
backstage,TypeScript,33699,7428,backstage,2020-01-24T22:39:49Z
nginx-proxy-manager,TypeScript,33390,3798,NginxProxyManager,2017-12-20T23:01:16Z
chatbot-ui,TypeScript,33266,9428,mckaywrigley,2023-03-11T14:53:14Z
open-notebook,TypeScript,33235,3742,lfnovo,2024-10-21T17:58:46Z
remix,TypeScript,33127,2778,remix-run,2020-10-26T19:57:28Z
immutable-js,TypeScript,33058,1852,immutable-js,2014-07-02T06:02:29Z
floating-ui,TypeScript,32636,1682,floating-ui,2016-03-29T17:00:47Z
motion,TypeScript,32509,1227,motiondivision,2018-11-16T09:48:38Z
swr,TypeScript,32411,1350,vercel,2019-10-28T18:16:01Z
pear-desktop,TypeScript,32350,1878,pear-devs,2019-04-19T18:14:40Z
postiz-app,TypeScript,32342,6012,gitroomhq,2023-07-08T17:24:22Z
next-ai-draw-io,TypeScript,32319,3376,DayuanJiang,2025-03-23T15:03:48Z
graphql-engine,TypeScript,32078,2872,hasura,2018-06-18T07:57:36Z
project-nomad,TypeScript,31946,3182,Crosstalk-Solutions,2025-06-24T15:35:01Z
html2canvas,TypeScript,31887,4878,niklasvh,2011-07-16T01:05:58Z
editor.js,TypeScript,31840,2237,codex-team,2015-11-28T20:56:35Z
slate,TypeScript,31703,3322,ianstormtaylor,2016-06-18T01:52:42Z
rxjs,TypeScript,31688,2994,ReactiveX,2015-03-15T06:17:10Z
refined-github,TypeScript,31576,1799,refined-github,2016-02-15T16:45:02Z
shardeum,TypeScript,31380,704,shardeum,2024-04-16T22:37:25Z
prompt-optimizer,TypeScript,31376,3660,linshenkx,2025-02-12T06:06:49Z
oh-my-codex,TypeScript,31335,2445,Yeachan-Heo,2026-02-02T14:21:18Z
mantine,TypeScript,31312,2330,mantinedev,2021-01-07T14:02:19Z
fabric.js,TypeScript,31255,3627,fabricjs,2010-06-09T22:24:38Z
react-three-fiber,TypeScript,31204,1867,pmndrs,2019-02-25T14:31:51Z
hyperframes,TypeScript,31172,2901,heygen-com,2026-03-10T01:51:06Z
hono,TypeScript,31110,1134,honojs,2021-12-14T20:05:30Z
uppy,TypeScript,30848,2102,transloadit,2015-11-16T12:32:33Z
cheerio,TypeScript,30393,1697,cheeriojs,2011-10-09T04:23:20Z
sequelize,TypeScript,30359,4346,sequelize,2010-07-22T07:11:11Z
nanoclaw,TypeScript,29987,12897,nanocoai,2026-01-31T15:47:22Z
langfuse,TypeScript,29755,3091,langfuse,2023-05-18T17:47:09Z
xstate,TypeScript,29739,1366,statelyai,2015-09-14T15:04:15Z
Bilibili-Evolved,TypeScript,29627,1760,the1812,2018-07-16T07:48:06Z
jitsi-meet,TypeScript,29498,7931,jitsi,2013-12-16T12:51:09Z
hey-1,TypeScript,29388,1806,slymnoyann,2022-03-19T15:01:46Z
openclaude,TypeScript,29347,8815,Gitlawb,2026-04-01T03:15:49Z
react-spring,TypeScript,29118,1218,pmndrs,2018-03-07T15:39:32Z
nx,TypeScript,29010,2751,nrwl,2017-08-11T18:50:23Z
create-t3-app,TypeScript,29008,1521,t3-oss,2022-05-24T13:31:01Z
postcss,TypeScript,28972,1593,postcss,2013-09-24T23:06:48Z
composio,TypeScript,28954,4638,ComposioHQ,2024-02-23T13:58:27Z
gitbook,TypeScript,28910,4040,GitbookIO,2014-03-31T03:01:56Z
sim,TypeScript,28860,3674,simstudioai,2025-01-05T22:47:49Z
AionUi,TypeScript,28842,2850,iOfficeAI,2025-08-07T10:29:51Z
better-auth,TypeScript,28840,2636,better-auth,2024-05-19T21:40:04Z
github1s,TypeScript,23300,907,conwnet,2019-06-16T09:55:25Z
hello-algo,Java,127925,15233,krahets,2022-11-04T11:08:34Z
GitHub-Chinese-Top-Charts,Java,108550,13534,GrowingGit,2019-09-05T03:01:56Z
java-design-patterns,Java,94146,27361,iluwatar,2014-08-09T16:45:18Z
Stirling-PDF,Java,84213,7335,Stirling-Tools,2023-01-27T18:22:42Z
mall,Java,83919,29707,macrozheng,2018-04-04T01:11:44Z
spring-boot,Java,81032,41930,spring-projects,2012-10-19T15:02:57Z
advanced-java,Java,78994,19201,doocs,2018-10-06T11:38:30Z
elasticsearch,Java,77165,25830,elastic,2010-02-08T13:20:56Z
LeetCodeAnimation,Java,76599,13900,MisterBooo,2018-12-06T08:01:22Z
ghidra,Java,70114,7688,NationalSecurityAgency,2019-03-01T03:27:48Z
Java,Java,65918,21213,TheAlgorithms,2016-07-16T10:21:02Z
interviews,Java,65038,12886,kdn251,2017-02-14T18:19:25Z
spring-framework,Java,60068,38827,spring-projects,2010-12-08T04:04:45Z
termux-app,Java,56861,6836,termux,2015-10-23T09:42:46Z
guava,Java,51494,11133,google,2014-05-29T16:23:17Z
dbeaver,Java,50712,4252,dbeaver,2015-10-21T08:26:28Z
jadx,Java,49183,5566,skylot,2013-03-18T17:08:21Z
RxJava,Java,48237,7586,ReactiveX,2013-01-08T20:11:48Z
JeecgBoot,Java,46878,16063,jeecgboot,2018-11-26T10:40:00Z
dubbo,Java,41523,26425,apache,2012-06-19T07:56:02Z
halo,Java,39105,10303,halo-dev,2018-03-21T12:56:52Z
awesome-system-design-resources,Java,38966,8355,ashishps1,2023-10-25T01:50:42Z
NewPipe,Java,38801,3648,TeamNewPipe,2015-09-03T23:39:26Z
MPAndroidChart,Java,38196,8990,PhilJay,2014-04-25T14:29:47Z
ruoyi-vue-pro,Java,37955,8219,YunaiV,2021-01-24T03:18:25Z
arthas,Java,37395,7632,alibaba,2018-08-29T17:15:57Z
tutorials,Java,37339,53462,eugenp,2013-04-29T18:26:36Z
leetcode,Java,36201,9451,doocs,2018-09-16T14:03:03Z
hello-algorithm,Java,36077,6415,geekxh,2020-05-29T05:47:09Z
lottie-android,Java,35618,5430,airbnb,2016-10-06T22:42:42Z
keycloak,Java,35059,8533,keycloak,2013-07-02T13:38:51Z
glide,Java,35027,6170,bumptech,2013-07-08T22:52:33Z
netty,Java,34990,16254,netty,2010-11-09T09:22:21Z
selenium,Java,34219,8684,SeleniumHQ,2013-01-14T21:40:56Z
spring-boot-demo,Java,34096,10927,xkcoding,2017-11-10T06:27:29Z
zxing,Java,33995,9434,zxing,2011-10-12T14:07:27Z
easyexcel,Java,33704,7589,alibaba,2018-02-06T03:14:08Z
AndroidUtilCode,Java,33656,10638,Blankj,2016-07-30T18:18:32Z
nacos,Java,33072,13291,alibaba,2018-06-15T06:49:27Z
kafka,Java,32978,15301,apache,2011-08-15T18:06:16Z
WxJava,Java,32897,9068,binarywang,2016-01-06T08:24:05Z
conductor,Java,31961,942,conductor-oss,2023-12-08T06:06:09Z
SmartTube,Java,30747,1662,yuliskov,2020-07-28T12:53:52Z
spring-boot-examples,Java,30547,12201,ityouknow,2016-11-05T05:32:33Z
xxl-job,Java,30296,11477,xuxueli,2015-11-28T12:59:34Z
hutool,Java,30280,7589,chinabugotech,2014-04-13T07:23:51Z
apollo,Java,29766,10178,apolloconfig,2016-03-04T10:24:23Z
canal,Java,29700,7631,alibaba,2013-01-13T10:59:52Z
Telegram,Java,29423,9726,DrKLO,2013-10-25T14:08:10Z
spring-cloud-alibaba,Java,29116,8504,alibaba,2017-12-01T20:49:15Z
SpringAll,Java,28972,8118,wuyouzhuguli,2018-05-02T02:48:44Z
druid,Java,28176,8577,alibaba,2011-11-03T05:12:51Z
vhr,Java,28092,10190,lenve,2018-01-04T08:57:51Z
Mindustry,Java,28027,3497,Anuken,2017-04-30T01:24:29Z
kestra,Java,27138,2630,kestra-io,2019-08-24T13:56:15Z
JCSprout,Java,26900,6982,crossoverJie,2017-12-17T09:06:50Z
miaosha,Java,26593,6565,qiurunze123,2018-09-14T04:36:24Z
openapi-generator,Java,26450,7569,OpenAPITools,2018-05-12T09:57:56Z
flink,Java,26113,13968,apache,2014-06-07T07:00:10Z
incubator-seata,Java,25982,8866,apache,2018-12-28T08:37:22Z
opendataloader-pdf,Java,25912,2448,opendataloader-project,2025-05-13T05:48:02Z
Chat2DB,Java,25792,2830,OtterMind,2023-06-20T14:05:26Z
fastjson,Java,25622,6405,alibaba,2011-11-03T06:58:52Z
bazel,Java,25534,4518,bazelbuild,2014-06-12T16:00:38Z
jenkins,Java,25506,9541,jenkinsci,2010-11-22T21:21:23Z
toBeTopJavaer,Java,25385,5374,hollischuang,2018-10-25T09:54:54Z
butterknife,Java,25364,4547,JakeWharton,2013-03-05T08:18:59Z
libgdx,Java,25173,6533,libgdx,2012-08-10T19:34:38Z
SmartRefreshLayout,Java,25140,4958,scwang90,2017-06-02T09:52:50Z
Apktool,Java,24854,3956,iBotPeaches,2012-03-19T17:46:53Z
awesome-low-level-design,Java,24853,6056,ashishps1,2023-11-17T10:15:12Z
skywalking,Java,24844,6639,apache,2015-11-07T03:30:36Z
EventBus,Java,24725,4647,greenrobot,2012-07-16T16:55:40Z
proxyee-down,Java,24718,4349,proxyee-down-org,2017-10-25T10:07:27Z
Hystrix,Java,24464,4693,Netflix,2012-11-19T20:14:46Z
redisson,Java,24364,5485,redisson,2014-01-11T14:06:25Z
gson,Java,24220,4441,google,2015-03-19T18:21:20Z
dataease,Java,24101,4143,dataease,2021-02-02T04:10:21Z
LSPosed,Java,24053,3559,LSPosed,2020-12-12T08:39:37Z
FizzBuzzEnterpriseEdition,Java,23724,804,EnterpriseQualityCoding,2012-11-24T00:14:41Z
source-code-hunter,Java,23126,4235,doocs,2019-10-28T01:35:10Z
Sentinel,Java,23126,8151,alibaba,2018-04-04T06:37:33Z
jdk,Java,23037,6357,openjdk,2018-09-17T12:29:20Z
DSA-Bootcamp-Java,Java,22979,13361,kunal-kushwaha,2021-07-30T12:23:25Z
rocketmq,Java,22475,11991,apache,2016-11-30T08:00:08Z
thingsboard,Java,21949,6355,thingsboard,2016-12-01T09:33:30Z
eladmin,Java,21929,7363,elunez,2018-12-14T08:54:24Z
ExoPlayer,Java,21921,6002,google,2014-06-13T21:19:18Z
graal,Java,21612,1791,oracle,2016-01-14T17:11:35Z
GSYVideoPlayer,Java,21450,4321,CarGuo,2016-11-13T12:34:31Z
HikariCP,Java,21131,3006,brettwooldridge,2013-10-08T05:43:03Z
shardingsphere,Java,20742,6888,apache,2016-01-18T12:49:26Z
mybatis-3,Java,20423,12908,mybatis,2013-02-14T19:03:32Z
DoKit,Java,20417,3187,didi,2018-08-14T10:32:07Z
litemall,Java,20301,7314,linlinjava,2018-03-22T16:42:30Z
intellij-community,Java,20273,5960,JetBrains,2011-09-30T13:33:05Z
SpringBoot-Labs,Java,20094,6157,yudaocode,2018-09-12T14:51:46Z
RxAndroid,Java,19967,2939,ReactiveX,2014-08-19T03:46:38Z
ip2region,Java,19185,3015,lionsoul2014,2015-11-02T00:43:13Z
yudao-cloud,Java,19153,4791,YunaiV,2019-05-02T16:06:49Z
cat,Java,18946,5414,dianping,2012-12-05T02:31:48Z
antlr4,Java,18922,3456,antlr,2010-02-04T01:36:28Z
Sa-Token,Java,18900,2910,dromara,2020-02-03T10:34:29Z
PhotoView,Java,18822,3908,Baseflow,2012-07-17T16:39:00Z
algorithms,Java,18652,4516,williamfiset,2017-03-18T02:50:46Z
APIJSON,Java,18396,2273,Tencent,2016-11-21T12:03:29Z
disruptor,Java,18383,3979,LMAX-Exchange,2012-09-21T13:42:24Z
SpringCloudLearning,Java,17944,7961,forezp,2017-04-08T10:06:56Z
caffeine,Java,17723,1692,ben-manes,2014-12-13T08:45:11Z
tinker,Java,17645,3349,Tencent,2016-09-06T06:57:52Z
analysis-ik,Java,17468,3278,infinilabs,2011-12-16T09:01:45Z
JustAuth,Java,17461,2853,justauth,2019-01-31T09:42:20Z
zipkin,Java,17433,3103,openzipkin,2012-06-06T18:26:16Z
tech-interview-for-developer,Java,17432,3730,gyoogle,2019-06-09T04:42:57Z
mybatis-plus,Java,17401,4447,baomidou,2016-08-18T10:06:53Z
material-components-android,Java,17325,3230,material-components,2016-12-05T16:11:29Z
DataX,Java,17243,5654,alibaba,2018-01-18T10:09:47Z
questdb,Java,17132,1613,questdb,2014-04-28T23:29:15Z
toBeBetterJavaer,Java,17064,2282,itwanger,2018-11-08T00:35:56Z
awesome-leetcode-resources,Java,16984,3581,ashishps1,2023-10-25T01:48:19Z
BigData-Notes,Java,16916,4282,heibaiying,2019-03-10T01:40:01Z
Android-Universal-Image-Loader,Java,16855,6022,nostra13,2011-11-27T18:48:23Z
neo4j,Java,16782,2636,neo4j,2012-11-12T08:46:15Z
Grasscutter,Java,16771,4314,Grasscutters,2022-04-17T12:43:46Z
java8-tutorial,Java,16732,4005,winterbe,2014-03-16T17:25:43Z
presto,Java,16712,5543,prestodb,2012-08-09T01:03:37Z
zheng,Java,16672,7236,shuzheng,2016-10-04T10:07:06Z
springboot-learning-example,Java,16562,7065,JeffLi1993,2017-02-06T07:02:25Z
VirtualXposed,Java,16008,2523,android-hacker,2017-12-01T09:00:58Z
quarkus,Java,15733,3218,quarkusio,2018-07-06T00:44:20Z
SpringBoot-Learning,Java,15721,4807,dyc87112,2016-08-21T03:39:06Z
hadoop,Java,15578,9226,apache,2014-08-28T07:00:08Z
Android-CleanArchitecture,Java,15541,3276,android10,2014-08-19T14:09:26Z
doris,Java,15541,3841,apache,2017-08-10T12:13:30Z
bytecode-viewer,Java,15538,1267,Konloch,2014-10-14T10:26:46Z
cryptomator,Java,15511,1318,cryptomator,2014-02-02T00:43:47Z
mockito,Java,15439,2653,mockito,2012-10-13T20:27:12Z
zaproxy,Java,15317,2582,zaproxy,2015-06-03T16:55:01Z
pulsar,Java,15277,3736,apache,2016-06-28T07:00:03Z
jd-gui,Java,15123,2474,java-decompiler,2015-03-25T05:28:41Z
supertokens-core,Java,15121,672,supertokens,2020-01-05T13:30:52Z
flink-learning,Java,15070,3942,zhisheng17,2019-01-01T07:38:28Z
onedev,Java,15058,960,theonedev,2018-11-06T02:57:01Z
logstash,Java,14888,3504,elastic,2010-11-18T01:31:50Z
vert.x,Java,14670,2104,eclipse-vertx,2011-06-17T14:54:55Z
